,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month,cluster
13669,13670,400000,1,5,1,30,0,-1,-1,-1,-1,-1,3443,69,188,188,177,2378,69,188,188,177,2400,11320,0,3.0
13670,13671,320000,1,1,1,40,-1,-1,-1,-1,-1,-1,430,430,430,430,430,430,430,430,430,430,430,430,0,3.0
13682,13683,500000,2,1,1,34,0,0,0,0,0,0,174246,149600,83320,79359,57549,44994,6371,5000,10051,7549,2102,50000,0,3.0
13685,13686,500000,2,2,1,66,-1,-1,-1,-1,-1,-1,3718,1755,2988,11645,13237,303512,1755,2988,11645,13237,303512,0,0,3.0
13686,13687,350000,2,2,1,38,-1,-1,-1,-1,-1,-1,282,2728,1606,1015,24555,185,2750,1612,1017,24560,1000,917,0,3.0
13687,13688,320000,1,1,2,34,-1,-1,-1,-1,-1,-1,744,2291,2197,3934,5541,3141,2297,2203,3957,5557,3150,3056,0,3.0
13691,13692,260000,2,4,2,33,0,0,0,0,0,0,18457,22815,27086,27821,30767,29890,5000,5000,1137,5000,1085,5000,0,3.0
13697,13698,500000,2,1,1,56,-1,-1,-1,-1,-1,-1,881,1035,29944,10528,17907,3147,1035,29944,10528,17907,3147,5011,0,3.0
13698,13699,360000,2,1,2,31,-1,-1,0,0,-1,-1,24500,2251,7714,4502,1896,5117,2251,5463,2251,1896,5117,7172,0,3.0
13704,13705,500000,1,1,2,32,-2,-1,0,0,0,0,11086,22919,35937,31227,21135,2632,23008,20046,5075,5103,2646,20642,0,3.0
13710,13711,240000,1,2,1,33,0,0,0,0,0,-1,23486,19867,14653,8626,0,1128,3000,2000,0,1790,1128,0,0,3.0
13726,13727,360000,2,1,1,36,-1,-1,-1,0,0,-2,2471,467,10947,9594,0,0,1000,11000,0,0,0,37704,0,3.0
13730,13731,280000,2,3,2,47,2,2,-1,-1,2,-1,1792,0,2292,1153,607,3076,0,2292,1153,0,3076,4983,1,3.0
13733,13734,260000,2,1,2,32,-1,-1,-1,-1,-1,0,1694,5499,1384,2085,5351,3179,5525,1390,2095,5361,15,1894,0,3.0
13737,13738,300000,1,3,1,37,-1,-1,-1,-1,-1,-1,4926,2847,3351,1961,4409,2503,2855,3357,1965,4419,2509,1139,0,3.0
13743,13744,260000,1,1,2,29,2,2,2,2,2,2,2497,2497,2497,2497,2497,2497,0,0,0,0,0,0,1,3.0
13745,13746,280000,1,1,2,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
13751,13752,420000,2,1,2,44,-1,0,0,0,0,0,559,1560,3360,3343,3091,3578,1001,2400,100,62,1276,1500,0,3.0
13752,13753,500000,1,1,2,39,0,0,0,0,-1,-1,128068,143227,52196,43180,1095,856,20000,12000,0,1095,856,50000,0,3.0
13755,13756,440000,1,1,2,30,0,0,0,0,0,0,50735,52938,54190,45962,47421,49512,3000,3000,2000,2150,3000,3000,0,3.0
13760,13761,480000,1,6,2,49,-2,-2,-2,-2,-2,-2,7174,0,0,0,0,0,0,0,0,0,0,0,0,3.0
13762,13763,310000,2,1,2,33,0,0,0,0,0,0,71855,72440,63399,59912,45740,44325,5000,5000,3000,25000,3000,2000,0,3.0
13763,13764,280000,2,1,2,27,0,0,0,0,0,0,56144,58180,34855,36000,37684,22478,5000,5000,2000,2000,2000,2000,0,3.0
13773,13774,240000,2,1,2,30,-1,-1,-1,-1,-1,-1,1749,1087,3503,1003,1003,1003,1099,6430,1003,1003,1003,203,0,3.0
13774,13775,300000,2,1,2,25,1,-2,-1,0,0,0,-4,-231,10610,10520,120,0,227,10841,0,100,0,0,0,3.0
13775,13776,350000,2,3,1,43,-1,2,-1,0,-1,-1,14103,5397,54554,92400,3520,3330,0,54554,83288,3520,3330,21852,0,3.0
13785,13786,240000,2,2,1,35,2,2,2,2,2,2,32463,33444,33996,34539,35238,35910,1800,1400,1400,1400,1400,0,1,3.0
13794,13795,360000,1,2,2,28,-2,-2,-2,-2,-1,0,0,0,0,0,1090,8788,0,0,0,1090,7910,170027,0,3.0
13796,13797,390000,1,1,1,36,-2,-2,-2,-2,-1,-1,3931,3625,1600,3815,8330,4765,3625,1600,3315,11645,4765,2171,1,3.0
13800,13801,450000,1,1,1,43,2,2,-2,-2,-2,-2,1000,0,0,0,0,0,0,0,0,0,0,0,0,3.0
13805,13806,230000,2,1,2,27,0,0,0,0,0,0,70327,66310,54176,42944,40391,35820,2963,1941,1534,1532,1565,1330,0,3.0
13813,13814,240000,1,1,1,36,0,0,0,0,2,2,14559,15513,17242,18450,18013,19406,1500,2000,1500,0,1700,700,0,3.0
13814,13815,360000,1,2,1,37,-2,-1,-1,0,0,-2,-5,3584,2280,2280,0,0,3589,2280,0,0,0,0,0,3.0
13818,13819,340000,2,2,1,32,0,0,0,0,0,0,34228,96716,74983,43557,15559,0,75113,2047,766,77,0,394,0,3.0
13822,13823,280000,2,1,1,32,-1,-1,-1,0,0,-1,1280,2816,10802,23323,17041,282,2816,10802,13000,10041,282,7501,1,3.0
13826,13827,240000,2,1,2,30,-1,-1,0,0,0,-1,325,18428,32384,22749,7804,290,18428,15000,0,0,300,350,0,3.0
13827,13828,420000,2,1,1,29,-2,-1,-1,-1,-1,-1,3020,2916,1985,6850,1822,4249,2916,1985,6860,1822,4249,444,0,3.0
13828,13829,230000,2,2,2,31,0,0,-2,-1,-1,0,47906,0,0,1255,80158,81775,0,0,1255,80158,3107,2857,0,3.0
13831,13832,250000,1,1,2,29,0,0,0,0,0,0,51268,52542,53779,54503,55685,57985,2500,2500,2000,2000,3000,4100,0,3.0
13847,13848,360000,1,1,2,34,2,2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,0,3.0
13848,13849,290000,2,2,1,45,2,2,-2,-2,-2,-2,95,-6,-6,1217,1055,176,6,0,1223,1276,0,1190,0,3.0
13850,13851,290000,2,1,1,52,-1,-1,-1,0,0,-1,33765,2682,470,119955,119685,9780,2682,470,119685,0,9780,2412,0,3.0
13852,13853,250000,2,1,1,25,-1,-1,-1,0,0,0,4769,6720,23393,13214,8162,5138,6720,23393,6000,0,3000,18148,0,3.0
13854,13855,360000,2,1,1,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
13871,13872,330000,1,1,1,53,1,-2,-1,-1,-1,0,-317,-2066,-3283,3542,7643,9584,569,817,6976,7645,2188,7,0,3.0
13873,13874,340000,2,1,2,35,-1,-1,0,0,0,0,484,15904,44852,41971,81011,38472,15904,30000,20000,50000,20000,10000,0,3.0
13878,13879,250000,2,2,2,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
13883,13884,740000,2,2,1,35,2,-1,-1,-1,-1,-1,960,8154,1477,15713,8988,25449,8229,1487,15754,9012,25596,7003,1,3.0
13884,13885,300000,1,1,2,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
13886,13887,230000,1,1,1,37,-1,-1,-1,-1,-1,-1,3102,30428,5711,5770,7652,17825,30580,5739,5799,7690,17914,360,0,3.0
13888,13889,270000,2,1,2,32,0,0,0,0,0,0,54914,55423,57875,57456,33334,31723,3000,5000,3300,1337,1500,1000,0,3.0
13890,13891,280000,2,2,2,30,-1,-1,-1,0,0,-1,1478,-3,12353,22633,7666,10260,0,12356,11079,1447,10310,290,0,3.0
13903,13904,290000,1,2,1,50,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
13909,13910,360000,1,1,2,30,-1,-1,-1,-1,-1,-1,30627,4297,2720,2040,2722,5057,4318,2740,2050,2736,5273,5105,0,3.0
13911,13912,450000,1,1,1,48,-2,-2,-2,-2,-2,-2,20938,80176,37417,22048,20926,13187,80191,37417,22080,20926,13337,88744,0,3.0
13913,13914,400000,2,1,2,27,-1,-1,-1,-1,-1,-1,2691,426,426,27926,0,430,426,426,27926,27500,430,3504,0,3.0
13919,13920,360000,2,1,2,36,-1,-1,-1,-1,-1,-1,1365,2703,863,390,390,3540,3000,1000,1000,390,3540,390,0,3.0
13923,13924,500000,1,1,1,42,-2,-1,0,0,-2,-2,5121,29478,43892,6420,49240,6772,31305,43864,6453,49470,3723,103686,0,3.0
13925,13926,240000,2,1,2,26,-1,2,-1,-1,0,-1,1611,1435,2236,3166,1925,3326,14,2236,3166,0,3326,490,1,3.0
13936,13937,350000,2,1,1,43,-1,-1,-1,0,-1,-1,6337,4300,16229,56929,7082,4640,4300,16229,45000,108501,4640,638,0,3.0
13942,13943,360000,2,1,2,33,-1,-1,-2,-1,-1,-2,7831,0,0,764,0,2844,0,0,764,0,2844,2219,0,3.0
13948,13949,300000,2,1,1,26,-1,-1,0,0,-1,-1,1946,2612,3408,1908,1108,530,2612,1914,0,1108,530,100,1,3.0
13950,13951,400000,1,2,2,44,0,0,0,0,0,0,6902,7904,7566,7716,7722,7890,1216,1213,363,219,234,159,0,3.0
13961,13962,330000,2,1,1,34,0,0,-1,-1,0,0,21576,24226,15577,89851,86005,121319,5002,15579,89851,5000,50000,100000,0,3.0
13965,13966,270000,2,1,1,43,-2,-2,-2,-2,-2,-2,1626,1443,1443,1443,9629,1773,1443,1443,1443,9629,1773,14524,0,3.0
13971,13972,230000,2,3,1,44,-1,-1,-1,-1,-1,-1,1424,6534,3733,1443,1443,1435,6553,3756,1443,1443,1435,2965,0,3.0
13973,13974,250000,2,1,2,41,1,3,2,0,0,-1,4649,3964,3281,934,467,12871,0,10,0,0,12871,0,0,3.0
13980,13981,360000,2,1,2,30,-2,-2,-2,-2,-2,-2,750,1166,398,0,418,1840,1166,398,0,418,1840,0,0,3.0
13983,13984,500000,1,3,1,49,0,0,0,0,-2,-2,74919,70287,10546,-4729,-10505,-14433,1862,1074,4753,5475,3751,28598,0,3.0
13986,13987,410000,2,2,2,42,0,0,0,-1,-1,0,37492,33535,7267,14190,132106,289397,1625,1031,14224,132116,163020,10014,0,3.0
13995,13996,400000,1,3,2,35,-1,-1,-1,-2,-2,-1,92,101,-42,-42,-42,1058,101,0,0,0,1100,1100,0,3.0
13996,13997,340000,2,1,2,29,0,0,0,0,0,0,82922,81084,74530,66897,64699,35540,3600,2962,2500,1800,1000,1000,0,3.0
13999,14000,280000,2,2,1,27,-2,-2,-2,-2,-2,-2,747,0,5737,922,107,980,0,5737,922,107,980,648,0,3.0
14001,14002,500000,1,1,1,53,1,1,-1,0,-1,0,7196,-1189,4639,2800,854,10854,0,7439,0,854,10000,13313,0,3.0
14002,14003,360000,2,1,1,34,-2,-2,-2,-2,-2,-2,9100,15658,1874,6330,-200,-200,15658,1874,6330,0,0,0,0,3.0
14004,14005,220000,1,1,1,55,-1,-1,-2,-1,-1,-1,1782,0,0,80737,5381,2232,0,0,80737,5381,2232,121953,0,3.0
14005,14006,500000,1,1,1,35,0,0,0,0,2,0,143839,117883,100809,104716,101568,92150,4844,5095,7229,0,2843,1200,0,3.0
14010,14011,240000,1,2,1,39,1,-1,-1,-1,-1,-2,0,1263,-13,1667,-300,-300,1263,0,1680,0,0,1442,0,3.0
14011,14012,450000,1,3,1,36,-1,-1,-2,-2,-2,-2,550,0,0,0,0,0,0,0,0,0,0,0,0,3.0
14020,14021,500000,2,1,1,39,-2,-2,-2,-2,-2,-2,3220,0,15040,35498,19508,21199,0,15040,35498,19508,21199,10894,1,3.0
14027,14028,260000,2,2,1,48,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
14040,14041,500000,2,2,2,38,-1,-1,-1,-1,-1,-1,18410,-10,1429,-601,120195,976,0,1439,0,120796,981,4829,0,3.0
14041,14042,230000,2,3,1,43,-2,-2,-2,-2,-2,-2,1099,2508,976,416,416,416,2508,976,416,416,416,416,0,3.0
14043,14044,230000,2,1,2,34,1,-1,0,-1,-1,-1,1103,16234,68813,4427,13882,41463,16286,65280,4446,13949,41660,9005,0,3.0
14051,14052,300000,2,1,2,26,-1,-1,-1,-1,-1,-1,3853,1946,790,3569,657,0,1946,790,3569,657,0,3412,0,3.0
14060,14061,230000,2,2,1,40,-2,-2,-2,-2,-2,-2,0,0,0,144,225,0,0,0,144,225,0,0,0,3.0
14061,14062,500000,1,1,1,44,-1,-1,-1,-1,-1,-1,6723,17385,32046,32530,18896,17049,17410,32077,32579,18914,17069,16738,0,3.0
14070,14071,250000,2,3,2,29,-2,-2,-1,-1,-1,-1,686,0,947,7385,3806,22319,0,947,7385,5301,46660,2964,0,3.0
14072,14073,320000,1,1,1,43,-1,0,0,0,0,0,18625,28143,32159,31851,3105,-45,10000,5000,0,0,0,0,1,3.0
14078,14079,330000,2,1,2,34,-1,0,-1,0,0,0,203,1558,39927,53430,44798,40341,1503,40003,15000,0,0,25017,0,3.0
14079,14080,500000,1,1,1,33,-1,-1,-1,0,0,-1,1901,3800,5239,5239,1559,2680,3800,5239,0,0,2680,299,0,3.0
14082,14083,320000,1,1,1,40,1,-1,-1,-1,-1,-1,14,1200,2987,-13,2670,-4,1205,3002,0,2683,0,0,0,3.0
14090,14091,470000,2,1,1,46,0,0,0,2,0,0,42974,45277,54321,52932,46712,45537,3000,10000,0,6000,5000,10000,0,3.0
14092,14093,250000,2,2,1,33,0,0,0,0,0,0,3694,4716,6126,7514,8883,12860,1090,1500,1500,1500,4200,1500,0,3.0
14102,14103,360000,2,1,2,39,-2,-2,-2,-2,-2,-2,3377,37305,5721,11379,7939,7081,37500,5749,11436,7978,3566,6109,0,3.0
14104,14105,380000,1,1,1,52,1,-1,-1,-1,-1,-2,0,2879,1395,3261,0,0,742,1395,3261,0,0,0,0,3.0
14106,14107,300000,2,2,1,49,-1,-1,-1,0,0,0,300,97,6497,5897,6005,0,97,6500,0,408,0,30000,0,3.0
14107,14108,360000,1,1,1,29,0,0,0,0,0,-1,55104,52585,45914,8835,3421,2391,2094,1760,204,17,2403,0,0,3.0
14118,14119,310000,2,2,1,37,0,0,0,0,0,0,44981,42940,43449,44925,42725,34303,1942,1460,1936,1742,1303,1249,0,3.0
14122,14123,300000,1,1,2,29,-1,-1,-1,-1,-1,-1,696,696,696,696,696,696,696,696,696,696,696,696,0,3.0
14126,14127,360000,2,1,1,33,-1,-1,-1,-1,-1,-1,10571,11174,10000,10000,18335,18889,11174,10000,10000,18335,18889,19775,0,3.0
14135,14136,500000,1,1,2,43,-1,-1,-1,-1,-1,-1,37575,105652,51072,77094,77669,42059,107243,52090,78372,78949,42985,62793,0,3.0
14140,14141,240000,2,1,2,27,1,2,0,0,0,0,21260,20643,38552,18580,12773,5423,0,19000,437,1000,1000,5503,0,3.0
14144,14145,500000,2,1,2,28,2,0,0,2,0,0,98541,102052,111690,78070,78376,80912,6000,13151,0,3000,5000,10000,1,3.0
14162,14163,230000,2,1,2,24,1,2,0,0,2,0,20887,18705,17295,18335,9320,1858,0,1200,3000,0,254,1637,0,3.0
14169,14170,300000,1,1,1,40,-1,2,2,-2,-2,-2,7111,7111,0,0,0,0,0,0,0,0,0,0,0,3.0
14173,14174,260000,1,1,2,33,-1,-1,-1,-2,-1,-1,1025,799,-1,-1,358,492,803,0,0,359,494,0,0,3.0
14174,14175,250000,1,2,1,52,2,2,2,0,0,2,29086,33288,32459,34600,36539,38287,5000,0,3000,2500,2500,0,1,3.0
14175,14176,500000,2,1,1,52,-2,-2,-2,-2,-2,-2,144430,50001,62622,166818,78909,40268,50133,62646,166853,79331,40268,66607,0,3.0
14177,14178,360000,2,2,2,25,-1,-1,-1,-1,-1,-1,442,442,442,442,434,442,444,444,444,436,452,886,0,3.0
14183,14184,500000,1,3,1,37,0,0,0,0,0,0,89574,91782,90989,83633,84491,85522,5053,6052,5038,7029,8018,4022,0,3.0
14185,14186,360000,2,1,2,29,1,-2,-1,0,0,-1,0,0,70010,71610,73610,317,0,70010,2000,2000,317,11892,0,3.0
14187,14188,240000,2,2,1,41,1,-1,-1,-1,-1,-1,0,40529,3211,9795,11756,12522,40529,3211,9795,11756,12522,6199,0,3.0
14192,14193,230000,2,1,2,27,0,0,-1,-1,-1,-1,7701,7744,6997,1386,5578,1386,2028,6997,1386,5578,1386,3495,0,3.0
14196,14197,450000,2,2,2,32,0,0,0,0,0,0,14237,17907,14127,15988,19747,13986,5016,1139,2000,3938,1000,0,0,3.0
14197,14198,350000,2,1,2,36,-1,-1,-1,-1,0,-1,655,23524,-3626,6531,4440,750,23537,5,10971,0,750,0,0,3.0
14200,14201,290000,2,2,2,26,1,2,2,0,0,0,18099,18912,18249,20305,26615,27063,1400,0,2305,6615,1896,2358,0,3.0
14202,14203,230000,2,1,2,34,-1,0,0,0,-1,0,18482,22938,3569,2845,1935,6781,5000,1000,0,2000,5000,1000,0,3.0
14209,14210,400000,2,2,2,37,-2,-2,-2,-2,-2,-2,8948,10306,22263,20511,27808,8342,10306,22263,20568,27808,8342,14187,0,3.0
14215,14216,450000,1,1,1,41,-1,-1,-2,-2,-2,-2,560,0,0,0,0,0,0,0,0,0,0,2274,0,3.0
14224,14225,360000,2,2,2,44,-1,-1,-1,-1,-1,-1,10311,2758,1397,298,7950,60097,2758,1397,298,7950,60097,1200,0,3.0
14236,14237,400000,1,1,2,32,0,0,0,0,0,0,71991,80225,41429,25858,10219,15967,10242,10268,3000,4000,6070,2007,0,3.0
14237,14238,500000,1,1,2,41,-1,-1,-1,0,0,-1,326,628,6290,11604,24679,8642,628,6290,6000,14000,8642,326,1,3.0
14238,14239,450000,1,1,2,26,0,0,0,-1,-1,-1,20571,37283,43482,5626,73516,11854,20000,20006,5676,74306,11889,13347,0,3.0
14240,14241,500000,1,1,1,45,-1,-1,-1,-1,-1,-1,10147,7358,11727,10850,9061,13017,7395,11807,10904,9106,13081,7063,0,3.0
14242,14243,440000,2,1,2,28,0,0,0,0,0,0,67594,64042,62021,59545,48225,40049,3000,3000,5000,3000,3000,3000,0,3.0
14243,14244,280000,1,1,2,27,0,0,0,0,0,-1,39664,28033,27292,16567,7021,10171,9022,10006,6000,1000,10200,7900,0,3.0
14248,14249,500000,2,1,1,37,-1,-1,-1,-1,0,0,993,1413,14123,159738,158400,160588,1413,14123,159738,4285,5001,4294,0,3.0
14252,14253,300000,1,1,1,45,-1,-1,-1,-1,-1,-1,5045,688,6431,3645,2041,1800,688,6495,3681,2448,1910,360,0,3.0
14256,14257,380000,2,1,1,42,-1,-1,-1,-1,-2,-2,7079,10387,2956,316,316,312,10437,2982,316,316,312,1323,0,3.0
14260,14261,300000,1,1,1,44,0,0,0,0,0,0,21507,18505,17036,12863,9597,2304,1379,1008,270,206,329,19769,0,3.0
14267,14268,240000,1,1,1,49,-1,-1,-2,-1,-1,-2,511,-5,-5,561,0,0,0,0,566,0,0,517,0,3.0
14268,14269,330000,1,1,2,32,-1,2,2,-1,-1,-1,2145,636,0,4009,0,2307,0,0,4009,0,2307,0,0,3.0
14269,14270,300000,1,1,1,38,0,0,0,0,0,-1,87118,56182,60039,52009,32862,3730,1691,10043,1065,164,3748,1132,0,3.0
14271,14272,360000,1,1,1,36,0,0,0,0,0,0,28291,31055,33788,36491,41179,45823,3000,3000,3000,5000,5000,5000,0,3.0
14283,14284,390000,2,1,1,32,-2,-1,-1,-1,-1,0,1714,52856,11914,14503,13407,52830,53367,11978,14572,13418,42121,709,0,3.0
14285,14286,290000,1,1,2,36,0,0,-1,-1,0,-1,22681,25980,10409,118253,111765,13294,20246,10460,118299,2794,13358,14705,0,3.0
14286,14287,280000,1,3,1,47,-1,-1,-2,-2,-1,-1,2479,3554,4746,2377,2390,3504,3564,4792,2384,2393,3524,2851,0,3.0
14306,14307,370000,1,2,1,34,-1,-1,-1,-1,0,-1,13854,3366,2671,13780,20652,10876,3382,2684,13795,10103,11020,10684,0,3.0
14312,14313,300000,2,1,1,56,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
14316,14317,240000,2,2,1,44,0,0,0,0,0,0,21468,15503,17812,14328,11110,7567,3000,3000,2880,306,2000,2000,0,3.0
14317,14318,360000,2,1,2,27,-1,-1,0,0,0,2,1994,5305,4960,5228,6552,3827,5317,1007,2006,2562,13,2989,0,3.0
14322,14323,440000,1,1,1,62,0,0,0,-1,2,0,14721,5049,649,1108,150,1075,4909,499,959,0,925,1392,0,3.0
14323,14324,330000,1,2,1,34,0,0,0,0,0,0,17421,18769,17413,17769,18138,13788,1650,1200,510,524,668,300,0,3.0
14326,14327,290000,2,2,2,34,-1,-1,-1,-1,-1,-1,8690,-204,3268,302,3586,2345,0,3600,800,5228,2345,9139,0,3.0
14328,14329,500000,2,2,1,64,1,-1,-1,-1,-1,-1,493,1086,731,561,618,991,1086,731,561,618,991,933,1,3.0
14331,14332,490000,2,2,1,42,-1,-1,-1,0,-1,-1,15838,11356,25409,15926,8604,8941,11404,25458,86,8711,5034,1345,0,3.0
14335,14336,390000,1,1,2,41,-1,-1,-1,-1,-1,-1,6782,1466,3273,6965,4893,7777,1466,3273,6965,4893,7777,7271,0,3.0
14336,14337,380000,1,1,2,33,0,0,0,0,0,0,79099,80828,82583,84687,84832,84576,3000,3100,3500,3500,3200,3000,0,3.0
14339,14340,390000,1,1,1,36,1,-1,-1,-1,-1,-1,0,250,79,79,290,106,250,79,0,290,106,66,1,3.0
14341,14342,300000,2,2,1,48,-1,-1,-1,-2,-1,-1,440,452,0,0,3427,1098,452,0,0,3427,1098,0,0,3.0
14344,14345,230000,2,2,1,42,0,0,0,0,2,0,5838,6369,6790,8171,7396,7757,1300,1200,2000,0,1000,2000,0,3.0
14346,14347,400000,2,2,1,45,-1,-1,-1,-1,-1,-1,9083,12641,15377,14757,44843,6622,12658,15384,14757,44843,6622,6309,0,3.0
14349,14350,340000,1,2,1,43,1,-2,-2,-2,-2,-2,-15,-15,-15,-15,-15,-15,0,0,0,0,0,0,1,3.0
14351,14352,440000,1,3,1,38,2,-1,2,-1,-1,-1,775,1550,775,775,925,775,1551,1,776,926,776,776,1,3.0
14368,14369,450000,2,1,2,54,1,-2,-2,-1,-1,-1,-237,-2400,-2400,3990,30050,9993,0,0,6390,30050,9993,0,0,3.0
14370,14371,380000,2,2,2,28,0,0,0,0,0,0,123880,105184,69221,46858,33060,27047,7050,6018,3000,4000,4000,250400,0,3.0
14375,14376,450000,2,1,1,27,1,-1,-1,-1,-1,-1,-4,969,2226,1878,-25,5029,973,2243,2236,0,5054,392,0,3.0
14381,14382,230000,2,1,2,28,0,-1,0,0,-1,0,15714,13171,24589,31111,60562,9968,13171,20015,11000,60562,8000,6059,0,3.0
14386,14387,280000,2,2,2,31,-2,-2,-2,-2,-2,-2,2419,10499,16243,0,0,0,10517,16494,0,0,0,0,0,3.0
14387,14388,360000,2,1,2,31,-2,-2,-2,-2,-2,-2,211,70,0,1600,0,1101,70,0,1600,0,1101,0,0,3.0
14390,14391,310000,2,2,1,34,0,0,0,0,0,0,87842,42594,26198,26766,27341,28891,3021,1600,1000,1000,2000,3000,0,3.0
14391,14392,260000,2,3,2,33,0,0,-2,-2,-2,-1,7571,3563,2786,-14,-14,12074,1000,2786,14,0,12088,2021,0,3.0
14395,14396,260000,2,1,2,27,-1,-1,-1,0,0,0,37003,1105,2490,17445,1795,278,1305,2690,15650,0,278,2500,0,3.0
14396,14397,420000,2,2,1,40,0,0,0,2,0,0,33561,38901,38710,38022,20256,22743,5900,900,101,3000,3000,5000,0,3.0
14398,14399,400000,1,1,1,36,0,0,0,0,0,-1,44765,35776,67887,20356,12780,11625,10006,3072,72,62,11681,31071,0,3.0
14399,14400,460000,1,1,1,50,-1,-1,-1,-1,-1,-1,30765,13883,19146,27639,38586,-260,13953,19441,27778,38780,0,0,0,3.0
14411,14412,250000,2,1,1,50,-2,-2,-1,-1,-1,-2,18381,2749,5285,9138,1187,1235,2749,5674,9527,1187,1235,2678,0,3.0
14412,14413,230000,2,2,1,31,1,-1,0,0,0,0,0,2716,3648,6648,7982,9203,2716,1000,3000,4000,2000,1000,0,3.0
14417,14418,400000,2,1,2,30,-1,-1,-1,-1,-1,-1,1919,7381,2691,1781,7123,1470,7389,2691,1781,7123,1470,37546,0,3.0
14419,14420,440000,2,2,1,45,-1,-1,-1,3,2,2,600,-420,417,2217,1321,8879,0,1937,1800,0,8480,0,1,3.0
14421,14422,320000,1,1,2,26,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,316,0,3.0
14422,14423,300000,1,1,1,37,0,0,-2,-2,-2,-2,41000,0,0,0,0,0,0,0,0,0,0,0,0,3.0
14425,14426,350000,2,1,2,33,-1,-1,-1,-1,0,-1,2383,9911,12149,14774,2154,67081,9911,12149,16928,0,67081,103202,0,3.0
14426,14427,470000,1,1,1,33,-1,-1,-1,-1,0,0,1260,2516,181,3011,2891,3502,2530,181,3020,1804,1517,1958,0,3.0
14427,14428,300000,2,1,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
14453,14454,330000,2,1,2,28,1,-1,2,2,2,2,963,11,11,11,11,11,504,0,0,0,0,0,0,3.0
14458,14459,300000,2,3,1,32,0,0,0,0,0,-2,15003,14469,15200,18000,0,0,1469,1200,3000,0,0,0,0,3.0
14463,14464,500000,1,1,2,35,-1,0,0,0,0,-1,1369,6138,20424,7840,846,790,4769,19629,157,0,790,860,0,3.0
14464,14465,500000,2,3,1,36,0,0,0,0,0,0,70016,70837,63488,32050,46393,35207,2568,2000,1285,15000,1520,6994,0,3.0
14466,14467,420000,1,1,1,47,-1,-1,-1,-1,-1,-1,10517,15571,9090,9622,10223,3942,15585,9100,9628,10223,3942,3754,0,3.0
14472,14473,290000,1,2,1,33,-1,-1,-1,-1,-1,-1,1300,0,500,1000,3441,2415,0,500,1000,3441,2415,1643,0,3.0
14475,14476,230000,2,2,1,35,-2,-2,-2,-2,-2,-2,2132,1520,3543,3351,-4,3267,1531,3553,3351,4,3271,4649,0,3.0
14476,14477,250000,2,1,1,42,-1,-1,-2,-2,-2,-2,16240,0,0,0,0,0,0,0,0,0,0,0,0,3.0
14479,14480,230000,1,1,1,47,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
14481,14482,420000,1,1,2,33,1,-1,-1,-2,-2,-2,-190,6509,0,0,0,0,6699,0,0,0,0,0,0,3.0
14495,14496,360000,2,3,1,42,-1,-1,-1,-1,-1,-1,9152,6329,21830,5469,9057,312,6361,22236,5682,9147,313,6548,0,3.0
14497,14498,480000,1,2,1,40,0,0,0,0,0,0,69011,69842,71857,66673,65200,65511,3000,3000,2096,2115,2089,2207,0,3.0
14508,14509,230000,2,3,2,26,0,0,0,0,0,0,14361,15491,16190,11849,11826,6248,1369,1068,306,457,348,500,0,3.0
14511,14512,500000,1,1,2,30,-1,-1,-1,0,0,-1,1089,58665,168052,254571,59587,13398,58665,170119,156000,2000,13398,527143,0,3.0
14512,14513,360000,1,2,2,30,-2,-1,2,2,-2,-2,0,1000,1000,0,0,0,1000,0,0,0,0,0,0,3.0
14515,14516,270000,2,1,2,32,0,0,0,0,0,0,48114,42573,55350,92141,57961,45282,20091,30128,60183,2071,2045,2791,0,3.0
14519,14520,300000,1,2,1,38,-1,-1,-1,0,0,-1,374,1685,1485,990,495,495,2000,1485,0,0,495,495,1,3.0
14527,14528,260000,1,1,1,38,-1,-1,2,2,-1,2,263,511,248,-15,3526,263,512,1,1,3805,1,527,0,3.0
